2945310	INTRO ECONO       	4  	2945113                                                                         	          	         	11/05/2559	0830-1130	2  	LECT 	TU	  	  	  	  	  	  	1000-1130	MAHIT	711  	KDS                          	                    	                    	                    	45 	16/01/2559 20:00
2945310	INTRO ECONO       	4  	2945113                                                                         	          	         	11/05/2559	0830-1130	2  	TUT  	WE	  	  	  	  	  	  	1300-1500	MAHIT	711  	KDS                          	                    	                    	                    	45 	16/01/2559 20:00
2945310	INTRO ECONO       	4  	2945113                                                                         	          	         	11/05/2559	0830-1130	3  	LECT 	TU	  	  	  	  	  	  	1000-1130	ECON 	409/1	PSC                          	                    	                    	                    	45 	16/01/2559 20:00
2945310	INTRO ECONO       	4  	2945113                                                                         	          	         	11/05/2559	0830-1130	3  	TUT  	WE	  	  	  	  	  	  	1300-1500	ECON 	409/1	PSC                          	                    	                    	                    	45 	16/01/2559 20:00
2945502	MICROECONOMETRICS 	3  	2945310                                                                         	          	         	10/05/2559	0830-1130	1  	LECT 	TU	  	  	  	  	  	  	0900-1200	MAHIT	710  	NWP                          	                    	                    	                    	30 	16/01/2559 20:00
2946409	HUM RES ECON      	3  	2940308                                                                         	          	         	13/05/2559	0830-1130	1  	LECT 	WE	  	  	  	  	  	  	0900-1200	MAHIT	207  	NLF                          	                    	                    	                    	60 	16/01/2559 20:00
2946411	INDUS RELATIONS   	3  	2940203 AND 2940204                                                             	          	         	10/05/2559	0830-1130	1  	LECT 	TU	  	  	  	  	  	  	0900-1200	MAHIT	207  	LDR                          	                    	                    	                    	60 	16/01/2559 20:00
2946420	HEALTH ECON       	3  	2946410&2946409                                                                 	          	         	17/05/2559	0830-1130	1  	LECT 	TH	  	  	  	  	  	  	0900-1200	MAHIT	407  	SST                          	                    	                    	                    	50 	16/01/2559 20:00
2946606	HUM RES ECON      	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	ECON 	AR   	STAFF                        	                    	                    	                    	2  	16/01/2559 20:00
2947201	AGRI ENVI ECON    	3  	                                                                                	          	         	          	TDF      	1  	LECT 	MO	  	  	  	  	  	  	1300-1600	WKB12	1224 	STAFF                        	                    	                    	                    	50 	16/01/2559 20:00
2947410	AGRI ECON         	3  	2940308                                                                         	          	         	13/05/2559	0830-1130	1  	LECT 	WE	  	  	  	  	  	  	0900-1200	MAHIT	615  	STAFF                        	                    	                    	                    	40 	16/01/2559 20:00
2948406	NAT RES ECON      	3  	2940308                                                                         	          	         	13/05/2559	0830-1130	1  	LECT 	WE	  	  	  	  	  	  	0900-1200	MAHIT	616  	WRM                          	                    	                    	                    	40 	16/01/2559 20:00
2949413	INDUS ORGAN       	3  	2940308                                                                         	          	         	02/05/2559	0830-1130	1  	LECT 	MO	  	  	  	  	  	  	0900-1200	MAHIT	306  	PSS                          	                    	                    	                    	60 	16/01/2559 20:00
2949419	ECON ORG          	3  	2940308                                                                         	          	         	03/05/2559	1300-1600	1  	LECT 	FR	  	  	  	  	  	  	1300-1600	MAHIT	207  	NWK                          	                    	                    	                    	80 	16/01/2559 20:00
2949420	SEM ECON ORG      	3  	2949413 OR 2949419                                                              	          	         	16/05/2559	0830-1130	1  	LECT 	WE	  	  	  	  	  	  	1300-1600	MAHIT	503  	PPP,PSS                      	                    	                    	                    	30 	16/01/2559 20:00
2951604	INSTITUT THEO ECON	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	ECON 	AR   	STAFF                        	ECONOMICS           	                    	                    	40 	16/01/2559 20:00
2951612	ECON CUL HIS THAI 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	ECON 	AR   	STAFF                        	ECONOMICS           	                    	                    	30 	16/01/2559 20:00
2951615	SS PHIL METH RES  	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	     	AR   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2951617	POL ECON PUB POLI 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	ECON 	AR   	STAFF                        	ECONOMICS           	                    	                    	50 	16/01/2559 20:00
2951623	POL ECON FIN GLOB 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	     	AR   	STAFF                        	ECONOMICS           	                    	                    	35 	16/01/2559 20:00
2951624	INTER POL ECON    	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	ECON 	AR   	STAFF                        	                    	                    	                    	50 	16/01/2559 20:00
2951707	SPEC TOP POL ECON 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	AR	  	  	  	  	  	  	AR-AR    	ECON 	AR   	STAFF                        	                    	                    	                    	30 	16/01/2559 20:00
2951811	THESIS            	12 	                                                                                	          	         	          	TDF      	1  	IDPS 	IA	  	  	  	  	  	  	IA-IA    	ECON 	IA   	STAFF                        	ECONOMICS           	                    	                    	120	16/01/2559 20:00
2951817	RESEARCH PAPER    	6  	                                                                                	          	         	          	TDF      	1  	IDPS 	IA	  	  	  	  	  	  	IA-IA    	ECON 	IA   	STAFF                        	ECONOMICS           	                    	                    	45 	16/01/2559 20:00
2951896	COMPREHENSIVE EXAM	0  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	     	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2952357	REAL ANAL ECON    	3  	2952352                                                                         	          	         	04/05/2559	0830-1030	1  	LECT 	MO	  	  	  	  	  	  	1000-1200	     	AR   	STAFF                        	                    	                    	                    	10 	16/01/2559 20:00
2952453	LIN ALG ECON      	3  	2952352                                                                         	          	         	03/05/2559	0900-1200	1  	LECT 	TU	  	  	  	  	  	  	1000-1200	     	AR   	STAFF                        	                    	                    	                    	10 	16/01/2559 20:00
